Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.65922,-1.2593,0.82698,0,0,0,2.6592,0.034914,-1.101E-05,-0.00055487,0.06413,-2.921E-06,0.09005,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/base_link.STL,0.61,0,0,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/base_link.STL,,main_hull11-1;Camera_Hull_M7-2;Camera_Hull_M7-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
black,0.054917,0.31276,0.33968,0,0,0,1.1396,0.022853,0.0028791,2.0408E-05,0.023161,-1.7639E-05,0.0064137,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/black.STL,0,0,0,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/black.STL,,handle-1;handle-2;mid frame m7 mark 7-2;SIde frame m7 mark 7 (torpedo side)-2;SIde frame m7 mark 7 (torpedo side)-1;Side frame m7 mark 7 (gripper side )-2;mid frame m7 mark 7-1;Side frame m7 mark 7 (gripper side )-1;marker dropper assem-1/SER-1X07 Servo-1;kill switch mount-3;kill switch mount-4;kill switch mount-1;kill switch mount-2,Origin_black,Axis_black,black,prismatic,0.35465,-1.0163,0.98088,-1.5708,-0.81214,-1.5708,base_link,0.72576,-0.68795,0,0,0,0,0,,,,,,,,
delrin,0.48825,0.29026,0.12962,0,0,0,1.3072,0.0012196,-5.3101E-05,-0.000106,0.0010297,-5.2425E-05,0.0012207,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/delrin.STL,1,1,1,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/delrin.STL,,new_Stud-7;new_Stud-2;new_Stud-8;trimmer_coin_keeper-2;trimmer weights-3;trimmer_coin_keeper_2-2;trimmer weights-4;new_Stud-1;mark 3 assembly torpedo m7-1/torpedo mark 3 tube caps-2;mark 3 assembly torpedo m7-1/torpedo shooter holder-1;mark 3 assembly torpedo m7-1/torpedo mark 3 tube caps-1;marker dropper assem-1/servo stand-1;Torpedo_shooter_beam_Lconnector-2;Torpedo_shooter_beam_Lconnector-1;handle2-1;handle2-4;handle3-1;new_Stud-6;new_Stud-5;new_Stud-4;new_Stud-3;handle2-6;handle3-2;handle2-3,Origin_delrin,Axis_delrin,delrin,continuous,1.0465,-1.0076,0.55838,1.5708,0,-2.3562,base_link,0,1,0,,,,,,,,,,,,
steelbar,-0.15245,0.031781,0.028503,0,0,0,0.3346,6.7178E-05,1.4361E-06,1.9414E-08,0.0023494,4.7213E-06,0.0023836,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/steelbar.STL,0.45,0.47,0.54,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/steelbar.STL,,marker dropper assem-1/mount-1;WL-11007-1_DVL.step-1;Beam_Torpedo Shooter-1;Kill_Switch-3/Kill_Switch_nut-1;Kill_Switch-4/Kill_Switch_nut-1;Kill_Switch-1/Kill_Switch_nut-1;Kill_Switch-2/Kill_Switch_nut-1;Kill_Switch-3/Kill_switch_lower-1;Kill_Switch-4/Kill_switch_lower-1;Kill_Switch-1/Kill_switch_lower-1;Kill_Switch-2/Kill_switch_lower-1;marker dropper assem-1/rotorr-1,Origin_steelbar,,steelbar,fixed,0.69465,-1.4128,0.75588,0,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
transparent,0.0064312,0.020504,7.0264E-05,0,0,0,3.035,0.029071,1.2438E-19,2.9415E-18,0.098996,-5.6379E-08,0.070368,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/transparent.STL,1,1,1,0.35,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/transparent.STL,,Endcap_M7-1/Endcap_2.0-1;camera hull endcap-1;camera hull endcap-2,Origin_trans,,trans,fixed,0.67465,-1.2583,0.96138,-1.5708,0,3.1416,base_link,0,0,0,,,,,,,,,,,,
aluminium,0.10464,0.11024,-0.28225,0,0,0,0.30637,7.0364E-05,-1.5517E-08,1.2662E-08,8.6843E-05,-1.4048E-09,7.5941E-05,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/aluminium.STL,0.3,0.3,0.3,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/aluminium.STL,,"Bulkhead-8;Bulkhead-10;Bulkhead-9;Bulkhead-7;Bulkhead-12;Bulkhead-11;Bulkhead-13;Bulkhead-14;Bulkhead-5;Bulkhead-6;Bulkhead-4;Bulkhead-3;Bulkhead-2;Bulkhead-1;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV 620 U Rod_1.STEP-2;latch_hook.STEP-1/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-1/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-1/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-1/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-2/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-2/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-2/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-2/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-3/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-3/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-3/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-4/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-4/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-4/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;latch_hook.STEP-5/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;latch_hook.STEP-4/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;latch_hook.STEP-3/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-5/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;latch_hook.STEP-10/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-12/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-12/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;latch_hook.STEP-9/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;latch_hook.STEP-8/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-8/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;latch_hook.STEP-7/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-7/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;latch_hook.STEP-6/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-10/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-10/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig-Base Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig-Handle Left_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig-Base Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig-Trigger_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig-Handle Right_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/torque nut 01_iso_ISO 7040-M4-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV 620 -rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV 620 U Rod_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/620 Rivet_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/spring pin slotted_hd_iso_ISO 8752 - 3 x 12 - St_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/620 Rivet 2_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV 620 Rivet_RIVET-O4 x 12 MMLONG_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig-Base Left_1.STEP-2;latch_hook.STEP-2/PAV-620-Trig.STEP_2.STEP-4/620Hook_1.STEP_2.STEP-4;Endcap_M7-1/PAV-620-Trig.STEP-11/torque nut 01_iso_ISO 7040-M4-N_1.STEP-3;Endcap_M7-1/PAV-620-Trig.STEP-11/hex nut style 1_am_B18.2.4.1M - Hex nut, Style 1,  M4 x 0.7 --D-N_1.STEP-3",Origin_al,Axis_al,al,continuous,0.38819,-1.1543,0.81638,1.5708,0,-1.5708,base_link,0,0,1,,,,,,,,,,,,
red handle,-0.030387,0.22777,0.075161,0,0,0,0.073843,1.2906E-05,5.243E-07,-3.0724E-11,9.5739E-06,2.0286E-10,7.3194E-06,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/red handle.STL,0.55,0.04,0.04,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/red handle.STL,,Endcap_M7-1/PAV-620-Trig.STEP-12/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-8/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-7/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-10/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-2/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-3/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-4/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/3G-50-P42_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-11/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-1/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-5/PAV-620-Trig Grip_1.STEP-2;Endcap_M7-1/PAV-620-Trig.STEP-12/PAV-620-Trig Grip_1.STEP-2,Origin_red,,red,fixed,0.44491,-1.3339,0.99344,1.5708,-1.4184,3.1416,base_link,0,0,0,,,,,,,,,,,,
black Lconector,-0.193,0.10014,0.0635,0,0,0,0.29626,4.3957E-05,1.2852E-16,1.3815E-10,9.7529E-05,6.1695E-11,0.0001103,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/black Lconector.STL,0.27,0.27,0.27,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/black Lconector.STL,,new_L_connector-4;new_L_connector-3;new_L_connector-1;new_L_connector-5;new_L_connector-2;new_L_connector-8;new_L_connector-6;new_L_connector-7;WLP-M10-6.5MM-R1-PUBLIC-1;WLP-M10-6.5MM-R1-PUBLIC-4;WLP-M10-6.5MM-R1-PUBLIC-2;WLP-M10-6.5MM-R1-PUBLIC-3;WLP-M10-6.5MM-R1-PUBLIC-5;WLP-M10-6.5MM-R1-PUBLIC-6;WLP-M10-6.5MM-R1-PUBLIC-12;WLP-M10-6.5MM-R1-PUBLIC-13;WLP-M10-6.5MM-R1-PUBLIC-14;WLP-M10-6.5MM-R1-PUBLIC-9;WLP-M10-6.5MM-R1-PUBLIC-11;WLP-M10-6.5MM-R1-PUBLIC-10;WLP-M10-6.5MM-R1-PUBLIC-8;WLP-M10-6.5MM-R1-PUBLIC-7;new_bottom_L_connector-1;new_bottom_L_connector-2;new_bottom_L_connector-3;new_bottom_L_connector-6;new_bottom_L_connector-5;new_bottom_L_connector-7;new_bottom_L_connector-4;new_bottom_L_connector-8,Origin_b,Axis_b,b,continuous,0.73915,-1.4523,0.74083,1.5708,0,-1.5708,base_link,0,1,0,,,,,,,,,,,,
yellow killswitch,0.10668,-0.22907,0.028517,0,0,0,0.20858,7.1542E-05,6.4756E-10,1.9425E-09,7.1542E-05,-3.581E-09,5.9331E-05,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/yellow killswitch.STL,0.95,0.8,1,1,0,0,0,0,0,0,package://gipper extension 3.0 assembly  2/meshes/yellow killswitch.STL,,Kill_Switch-4/Kill_switch_upper-1;Kill_Switch-3/Kill_switch_upper-1;Kill_Switch-1/Kill_switch_upper-1;Kill_Switch-2/Kill_switch_upper-1,Origin_y,Axis_y,y,continuous,1.0465,-1.511,0.90238,0,0,2.6182,base_link,0,0,1,,,,,,,,,,,,
