Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.73443,1.4352,1.2932,0,0,0,12.512,0.59399,8.3267E-16,1.2103E-16,0.59399,-5.3618E-17,1.1789,0,0,0,0,0,0,package://rs2026_octogon/meshes/base_link.STL,1,0.85,0.24,1,0,0,0,0,0,0,package://rs2026_octogon/meshes/base_link.STL,,pvc_2inch_pipe_xm-4;2in_45deg_Elbow-4;pvc_2inch_pipe_xm-3;2in_45deg_Elbow-3;2in_45deg_Elbow-6;2in_45deg_Elbow-7;2in_45deg_Elbow-8;pvc_2inch_pipe_xm-6;pvc_2inch_pipe_xm-7;2in_45deg_Elbow-5;pvc_2inch_pipe_xm-8;pvc_2inch_pipe_xm-5;2in_45deg_Elbow-1;pvc_2inch_pipe_xm-1;2in_45deg_Elbow-2;pvc_2inch_pipe_xm-2,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
